gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000270149	5.8791	-0.0898	0.6347	0.8682	0.9098
ENSG00000232879	1.1236	-0.3965	1.2727	0.4492	0.5691
ENSG00000215845	6.1139	0.1109	0.9775	0.8598	0.9033
ENSG00000158773	1002.6365	0.3534	0.2848	0.2012	0.3124
ENSG00000186517	10.8115	-1.6876	0.5965	0.0011	0.0045
ENSG00000143217	4.6686	-1.0771	0.9329	0.0979	0.1806
ENSG00000228917	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000162755	14.8862	1.2203	0.5554	0.0131	0.0359
ENSG00000143256	876.1184	1.6906	0.3395	0	0
ENSG00000158793	405.0282	1.3792	0.2466	0	0
ENSG00000158796	934.4662	-0.2984	0.1823	0.0975	0.1801
ENSG00000238934	0.2703	0.0488	1.2919	0.9177	NA
ENSG00000143222	1953.6331	-0.2317	0.2511	0.3449	0.4668
ENSG00000224985	0.7136	0.5222	1.3086	0.3141	NA
ENSG00000143258	340.5615	0.8449	0.2355	2e-04	0.0013
ENSG00000143224	263.0911	1.5959	0.3061	0	0
ENSG00000158850	767.047	0.7939	0.2565	0.0015	0.0059
ENSG00000158859	403.4294	1.5361	0.6932	0.0072	0.0219
ENSG00000158864	2701.5181	0.6618	0.2694	0.0116	0.0326
ENSG00000158869	54.912	-2.5747	0.7498	0	1e-04
ENSG00000158874	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000158882	481.2622	0.5368	0.3489	0.1075	0.1939
ENSG00000284035	0.9263	-0.5253	1.2213	0.3604	NA
ENSG00000143257	8.8787	-1.0225	0.6805	0.0705	0.1401
ENSG00000248485	3.1576	-1.5507	1.0961	0.0256	0.0624
ENSG00000158887	53.2017	0.8276	0.5827	0.1047	0.1901
ENSG00000143252	2969.0887	-0.4893	0.2529	0.0476	0.1027
ENSG00000236484	1.2279	0.3877	1.1361	0.5174	0.631
ENSG00000283696	11.0496	-0.9422	0.7003	0.1013	0.1852
ENSG00000206921	1.2786	-1.3635	1.2368	0.0457	0.0992
ENSG00000283360	3.5219	-1.2938	0.9375	0.0493	0.1055
ENSG00000215840	15.2266	1.1995	0.4665	0.0051	0.0164
ENSG00000277882	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000283317	2.6552	-0.6036	0.9192	0.3428	0.4646
ENSG00000143226	57.5812	-4.8222	0.8725	0	0
ENSG00000273112	1.2462	-0.9513	1.2824	0.1219	0.2134
ENSG00000173110	2.8161	-0.0688	0.9235	0.913	0.9413
ENSG00000203747	26.2922	-4.9859	1.3985	0	0
ENSG00000244682	17.9687	-4.8958	1.2761	0	0
ENSG00000225217	2.5827	-1.3343	1.0634	0.0492	0.1055
ENSG00000162747	1.1141	-0.6954	1.2991	0.2143	0.3278
ENSG00000072694	10.8952	-3.8668	1.6033	1e-04	3e-04
ENSG00000132185	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000162746	13.2459	0.8241	0.6203	0.122	0.2135
ENSG00000081721	470.1461	0.9792	0.3245	0.0017	0.0065
ENSG00000226889	2.3934	-0.7256	0.9357	0.2575	0.3752
ENSG00000118217	6593.8314	-1.5102	0.3018	0	0
ENSG00000229808	6.0831	0.6092	0.6317	0.2587	0.3765
ENSG00000162745	12.2647	0.0015	0.7155	0.9979	0.9987
ENSG00000198929	30.7363	0.8756	0.636	0.106	0.1919
ENSG00000252262	0.3366	-0.0652	1.2621	0.8965	NA
ENSG00000207729	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000239887	92.7888	1.3313	0.6694	0.0173	0.0455
ENSG00000171722	1.5554	0.0333	1.0874	0.956	0.9705
ENSG00000198574	0.4753	0.2005	1.2407	0.7033	NA
ENSG00000152332	3290.1155	-1.2581	0.3369	1e-04	6e-04
ENSG00000227941	0.718	-0.6337	1.2473	0.2719	NA
ENSG00000117143	3623.7165	0.0731	0.4196	0.8524	0.8983
ENSG00000272574	24.0486	-0.4606	0.4641	0.2816	0.4011
ENSG00000162733	1208.9461	-0.0256	0.7001	0.9644	0.9763
ENSG00000243173	0.8174	-0.1557	1.145	0.7893	NA
ENSG00000132196	350.9666	1.0706	0.2441	0	1e-04
ENSG00000185860	156.4326	1.3323	0.8576	0.0368	0.0837
ENSG00000230739	1.321	0.8889	1.2454	0.1499	0.2497
ENSG00000227667	0.4148	0.0488	1.2919	0.9177	NA
ENSG00000117152	3197.1983	0.3842	0.7401	0.5156	0.6293
ENSG00000143248	182.0868	0.3618	0.4705	0.4031	0.5245
ENSG00000232892	0.7286	-0.2089	1.0982	0.7293	NA
ENSG00000225755	0.4167	-0.3685	1.2575	0.4879	NA
ENSG00000232995	30.7623	-0.7798	0.4245	0.0492	0.1054
ENSG00000237756	1.1964	-0.1697	1.0627	0.7821	0.8476
ENSG00000143228	843.4759	1.0827	0.4796	0.0136	0.0371
ENSG00000213070	4.6362	0.7228	0.907	0.2569	0.3745
ENSG00000185630	537.6706	-0.6972	0.7448	0.2403	0.3567
ENSG00000207082	0.1998	-0.1388	1.2948	0.7694	NA
ENSG00000269887	4.1402	0.2745	0.7393	0.6419	0.7393
ENSG00000271917	0.1998	-0.1388	1.2948	0.7694	NA
ENSG00000225487	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000143198	2657.2938	0.6559	0.3387	0.0433	0.095
ENSG00000143149	1681.0814	-0.1921	0.2791	0.4788	0.5963
ENSG00000230175	0.9769	0.5566	1.1114	0.3688	NA
ENSG00000225272	0.9322	-0.5044	1.2175	0.3793	NA
ENSG00000215838	0.2703	0.0488	1.2919	0.9177	NA
ENSG00000273365	0.9148	0.3591	1.1631	0.5397	NA
ENSG00000143183	1737.1261	-0.0033	0.2716	0.9901	0.9931
ENSG00000224358	3.201	-0.195	0.825	0.7519	0.825
ENSG00000230659	2.1214	0.5803	1.0173	0.3619	0.4836
ENSG00000143179	1478.6487	0.4249	0.285	0.1246	0.2168
ENSG00000236364	13.657	-0.7083	0.5353	0.1394	0.2362
ENSG00000226292	1.0304	-0.3138	1.134	0.5979	NA
ENSG00000207341	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000188859	4.5635	0.0529	0.7947	0.9307	0.9527
ENSG00000203307	0.7739	-0.4506	1.2187	0.4263	NA
ENSG00000230898	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000215835	64.504	0.5818	0.4856	0.1899	0.2987
ENSG00000232341	4.5813	2.5658	1.2557	0.0011	0.0045
ENSG00000143157	1588.4225	-0.5015	0.2375	0.0311	0.0733
ENSG00000152382	318.286	-0.6507	0.2247	0.0032	0.011
ENSG00000225171	3.0188	-1.1538	0.8531	0.0688	0.1376
ENSG00000143195	1.7111	-0.3084	1.0233	0.622	0.7231
ENSG00000143194	0.3244	-0.0625	1.2909	0.8949	NA
ENSG00000198842	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000272205	0.5534	0.5234	1.2633	0.3416	NA
ENSG00000143190	605.6519	-0.9289	0.2562	2e-04	0.0011
ENSG00000272033	5.4457	-2.0816	0.9733	0.0025	0.0091
ENSG00000198821	0.393	-0.261	1.3007	0.5869	NA
ENSG00000233411	0.7891	0.0116	1.1971	0.9831	NA
ENSG00000273160	0.792	-0.2831	1.0931	0.6416	NA
ENSG00000143162	745.0487	-0.7538	0.5019	0.098	0.1807
ENSG00000241666	0.2057	-0.1467	1.2951	0.7569	NA
ENSG00000198771	145.6667	-2.9839	1.3797	NA	NA
ENSG00000197965	4738.0081	-0.5734	0.2364	0.0133	0.0364
ENSG00000143199	2.29	-1.0529	0.9506	0.1068	0.1929
ENSG00000250762	1.4381	0.6204	1.0787	0.3254	0.4473
ENSG00000232194	1.3543	-0.3059	0.9434	0.6282	0.7276
ENSG00000143158	463.7537	0.6935	0.331	0.0291	0.0693
ENSG00000143164	2531.473	-0.7333	0.2482	0.0025	0.009
ENSG00000224837	324.9761	-0.3312	0.3723	0.349	0.4709
ENSG00000143147	1086.0878	-0.1056	0.2774	0.6956	0.7828
ENSG00000143155	1972.291	-0.2921	0.2336	0.2021	0.3135
ENSG00000213064	2337.0966	-1.1923	0.3381	2e-04	0.0012
ENSG00000206880	0.2479	-0.1533	1.2953	0.7465	NA
ENSG00000143178	45.2884	-0.2313	0.3369	0.474	0.5919
ENSG00000227722	0.4812	0.1603	1.1768	0.777	NA
ENSG00000215833	0.3013	0.0488	1.2919	0.9177	NA
ENSG00000229757	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000143196	0.3431	-0.2421	1.2994	0.6134	NA
ENSG00000229612	0.4037	0.0488	1.2919	0.9177	NA
ENSG00000203601	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000213063	0.3766	0.2264	1.2558	0.6612	NA
ENSG00000237707	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000143153	1978.2139	0.2817	0.5356	0.557	0.6661
ENSG00000143156	522.0554	-0.114	0.2217	0.6008	0.7043
ENSG00000117475	748.4086	-0.7944	0.2636	0.002	0.0074
ENSG00000117477	5.5852	-1.537	0.7628	0.011	0.0312
ENSG00000117479	246.7751	-0.2087	0.3232	0.5023	0.617
ENSG00000234604	3.0893	-1.0224	0.8912	0.1109	0.1985
ENSG00000213062	5.2958	-0.4613	0.8078	0.4523	0.5721
ENSG00000198734	14.4176	-2.1175	1.6947	0.004	0.0132
ENSG00000174175	514.8822	-2.7721	1.0257	1e-04	8e-04
ENSG00000000460	306.6841	0.1867	0.3679	0.5937	0.6981
ENSG00000188404	48.0096	-1.6127	0.9474	0.016	0.0424
ENSG00000007908	395.4063	-2.616	1.2619	NA	NA
ENSG00000171806	139.401	-0.0176	0.3562	0.9588	0.9725
ENSG00000000457	295.4576	-1.1134	0.3213	3e-04	0.0015
ENSG00000239494	2.8718	-0.3623	0.7386	0.5393	0.6508
ENSG00000075945	867.6216	-0.4445	0.2727	0.0939	0.1749
ENSG00000243051	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000235378	1.5432	0.8658	1.1608	0.1736	0.2794
ENSG00000232959	0.2027	0.0488	1.2919	0.9177	NA
ENSG00000231407	8.3162	-1.4956	0.6183	0.0048	0.0155
ENSG00000120370	283.8859	-1.2312	0.3383	1e-04	8e-04
ENSG00000116132	0.5447	-0.4954	1.247	0.3729	NA
ENSG00000007933	2.0969	-1.5102	1.3408	0.0289	0.0689
ENSG00000117507	0.6054	-0.5741	1.2401	0.3151	NA
ENSG00000094963	3.1676	-2.0429	1.4247	0.0069	0.0211
ENSG00000231424	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000010932	5.5552	-1.6351	0.8906	0.0123	0.0342
ENSG00000230547	1.2541	0.8495	1.2508	0.1633	0.2665
ENSG00000076258	47.1506	-1.5201	0.4457	2e-04	0.0012
ENSG00000117523	14639.684	-1.7552	0.3265	0	0
ENSG00000283683	0.7713	-0.1332	1.0851	0.8261	NA
ENSG00000034971	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000233328	121.2678	3.036	0.5792	0	0
ENSG00000230364	19.7911	1.3091	0.4665	0.0022	0.0082
ENSG00000117533	493.0832	-1.0992	0.4477	0.008	0.0238
ENSG00000271459	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000010165	909.8417	0.363	0.2732	0.1721	0.2775
ENSG00000213060	0.2057	-0.1467	1.2951	0.7569	NA
ENSG00000197959	61.7303	-1.9407	0.5261	0	2e-04
ENSG00000233540	0.2104	0.0488	1.2919	0.9177	NA
ENSG00000230630	81.9238	-1.0931	0.4936	0.0149	0.04
ENSG00000208024	2.3445	-0.0633	0.9227	0.9199	0.9455
ENSG00000206684	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000135845	440.0229	-0.0871	0.2855	0.7532	0.8259
ENSG00000180999	0.9431	-0.5269	1.1648	0.3796	NA
ENSG00000094975	1462.163	-1.3889	0.2851	0	0
ENSG00000229785	0.7901	0.1672	1.0907	0.7822	NA
ENSG00000224228	4.965	-0.6815	0.815	0.2698	0.3882
ENSG00000227177	1.1418	-0.2185	1.0788	0.7203	0.802
ENSG00000224000	5.1286	-0.4549	0.8575	0.4669	0.5852
ENSG00000120337	2576.6159	0.2655	0.5706	0.5976	0.7014
ENSG00000230849	3.1713	-0.095	0.9148	0.8799	0.9179
ENSG00000226375	3.0874	-1.2796	1.1808	0.0587	0.1214
ENSG00000117586	791.6772	-1.0776	0.8384	0.0865	0.1641
ENSG00000232751	0.8345	-0.168	1.1452	0.7731	NA
ENSG00000231615	0.7398	-0.1807	1.1526	0.7553	NA
ENSG00000203739	25.1596	-0.4939	0.6345	0.3613	0.483
ENSG00000117592	6487.7005	0.6487	0.2782	0.0164	0.0434
ENSG00000162753	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000183831	6.8522	-1.893	0.9715	0.0056	0.0177
ENSG00000076321	1168.7067	-1.4282	0.2572	0	0
ENSG00000225591	4.7161	1.4138	0.7513	0.0183	0.0475
ENSG00000200674	2.2433	-0.16	0.9498	0.7994	0.8598
ENSG00000120334	305.0065	0.3125	0.4253	0.4317	0.5528
ENSG00000252357	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000117593	1658.7213	-0.0597	0.359	0.8616	0.9046
ENSG00000270084	22.1191	-0.9417	0.4514	0.0241	0.0595
ENSG00000234741	4174.4924	-0.1808	0.3364	0.5753	0.6826
ENSG00000185278	513.2971	-2.029	0.3763	0	0
ENSG00000117601	2.0184	-0.0224	0.9655	0.9716	0.981
ENSG00000252231	0.4463	-0.0799	1.2908	0.8663	NA
ENSG00000135870	1354.7363	-1.8102	0.2195	0	0
ENSG00000236535	1.4093	-1.1492	1.1475	0.0845	0.1611
ENSG00000224977	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000227373	0.1915	0.0488	1.2919	0.9177	NA
ENSG00000152061	983.1775	-0.8796	0.3146	0.0037	0.0125
ENSG00000237317	0.6477	-0.3424	1.2312	0.5308	NA
ENSG00000203737	1.1965	-0.3127	1.1956	0.58	0.6868
ENSG00000223828	0.2104	0.0488	1.2919	0.9177	NA
ENSG00000231378	0.393	-0.261	1.3007	0.5869	NA
ENSG00000237249	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000223525	0.4084	-0.1565	1.2481	0.7622	NA
ENSG00000235869	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000229531	0.3421	-0.2354	1.299	0.623	NA
ENSG00000252552	0.2338	0.0488	1.2919	0.9177	NA
ENSG00000116161	2671.5086	0.5384	0.2231	0.014	0.0379
ENSG00000120333	721.9842	-0.2316	0.2222	0.2886	0.4085
ENSG00000206659	0.3478	-0.0775	1.2606	0.8776	NA
ENSG00000181101	1.6015	1.1597	1.0753	0.0827	0.1584
ENSG00000120332	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000235750	913.7947	-1.0337	0.4309	0.01	0.0287
ENSG00000116147	37.5273	-3.2497	1.1867	1e-04	4e-04
ENSG00000227740	4.1535	-0.636	0.7356	0.2809	0.4003
ENSG00000230777	8.1872	2.5802	0.8606	1e-04	5e-04
ENSG00000143207	1358.7534	-0.4538	0.2584	0.0719	0.1422
ENSG00000252906	1.5897	-1.1196	1.1798	0.0901	0.1692
ENSG00000228686	5.0013	-0.9227	0.6825	0.1033	0.1879
ENSG00000236021	1.8652	-0.7234	0.9664	0.2605	0.3784
ENSG00000227815	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000116183	148.6955	-3.1809	1.6235	4e-04	0.0017
ENSG00000237514	0.6951	-0.2508	1.2169	0.6466	NA
ENSG00000224968	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000120341	1.8698	0.3918	0.9705	0.5359	0.6479
ENSG00000254154	17.5638	-2.2401	0.7814	3e-04	0.0014
ENSG00000242193	493.1823	-0.4423	0.3631	0.2009	0.3119
ENSG00000276563	1.2677	-0.2999	1.1128	0.6185	0.72
ENSG00000224687	20.9542	-0.3671	0.517	0.4316	0.5527
ENSG00000075391	1804.7872	-1.7113	0.3789	0	0
ENSG00000270575	1.1069	-0.6808	1.2995	0.2215	0.3356
ENSG00000213058	94.2026	0.4797	1.231	NA	NA
ENSG00000213057	6.9836	-0.1184	0.7203	0.8389	0.888
ENSG00000273384	0.8477	0.0698	1.1295	0.9054	NA
ENSG00000273062	4.6842	-0.6584	0.6818	0.2445	0.3612
ENSG00000116191	1819.115	-1.4718	0.4053	1e-04	6e-04
ENSG00000228196	2.659	-0.2934	0.8019	0.6313	0.7299
ENSG00000116194	11.4373	-1.9812	0.703	6e-04	0.0026
ENSG00000116199	2296.1082	-0.4275	0.1991	0.0294	0.07
ENSG00000232750	0.6633	-0.4234	1.297	0.4057	NA
ENSG00000186283	773.0097	0.6659	0.2937	0.0192	0.0495
ENSG00000143322	5043.2875	-0.7456	0.3224	0.0162	0.0429
ENSG00000234041	1.3615	-0.8886	1.1848	0.1609	0.2636
ENSG00000231905	0.445	-0.292	1.3033	0.5448	NA
ENSG00000212338	0.7463	-0.4767	1.2954	0.3593	NA
ENSG00000201619	0.7157	0.263	1.284	0.5961	NA
ENSG00000231564	0.3489	0.314	1.3082	0.5137	NA
ENSG00000225711	0.6619	-0.4316	1.2959	0.3988	NA
ENSG00000057252	1436.3192	0.0224	0.3124	0.9407	0.9601
ENSG00000162779	0.6745	0.277	1.1164	0.6443	NA
ENSG00000236539	79.1918	2.6551	0.6823	0	0
ENSG00000261250	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000261060	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000162782	2.6742	-0.8557	1.3766	0.1201	0.211
ENSG00000143340	0.2281	-0.16	1.2955	0.736	NA
ENSG00000229407	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000231966	1.3188	-0.5068	1.1127	0.41	0.5317
ENSG00000169905	3304.0823	-1.08	0.2657	0	2e-04
ENSG00000272906	2.5536	0.2363	0.87	0.7055	0.7908
ENSG00000143337	2029.9964	-0.9791	0.2781	3e-04	0.0015
ENSG00000264916	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000260360	2.6072	0.4419	0.777	0.4646	0.5832
ENSG00000135837	2193.9501	-1.7087	0.3005	0	0
ENSG00000235145	1.2301	-0.7158	1.0984	0.2591	0.3769
ENSG00000223450	1.7392	-1.2869	1.3103	0.0521	0.1103
ENSG00000261817	0.2169	-0.1529	1.2953	0.7471	NA
ENSG00000116260	5122.3851	1.962	0.3621	0	0
ENSG00000121454	81.8186	-1.6127	0.3417	0	0
ENSG00000230124	1229.7756	0.8554	0.2206	1e-04	5e-04
ENSG00000235060	0.4102	-0.1528	1.247	0.768	NA
ENSG00000206905	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000236719	4.0358	-0.9	0.9711	0.166	0.2697
ENSG00000143324	1872.0104	-1.2184	0.2857	0	1e-04
ENSG00000225857	0.9782	-0.1161	1.0694	0.8492	NA
ENSG00000135835	137.3795	0.5653	0.4163	0.1472	0.2464
ENSG00000243155	2.2831	0.1046	0.8149	0.8647	0.9071
ENSG00000232586	1.035	-0.854	1.2622	0.1587	NA
ENSG00000251520	1.7516	-1.1549	1.0271	0.0827	0.1584
ENSG00000270711	2.1019	-1.6899	1.1706	0.0176	0.046
ENSG00000135823	1483.498	-0.813	0.2606	0.0014	0.0055
ENSG00000153029	132.3231	-0.908	0.4799	0.0387	0.087
ENSG00000162783	676.6714	1.4704	0.2959	0	0
ENSG00000237292	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000179452	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000232309	0.3086	-0.2162	1.2979	0.6507	NA
ENSG00000228918	0.2057	-0.1467	1.2951	0.7569	NA
ENSG00000231684	8.089	1.7343	0.7072	0.0027	0.0097
ENSG00000135821	3547.2404	0.1472	0.2147	0.4856	0.6024
ENSG00000203729	0.2281	-0.16	1.2955	0.736	NA
ENSG00000135828	137.6644	-0.5047	0.6354	0.3513	0.4731
ENSG00000143333	0.9101	-0.3314	1.0158	0.5973	NA
ENSG00000261504	0.2104	0.0488	1.2919	0.9177	NA
ENSG00000135838	52.2102	-1.507	0.4478	3e-04	0.0013
ENSG00000135829	9572.0894	-0.5823	0.2995	0.0445	0.0972
ENSG00000157060	0.6285	-0.0749	1.1594	0.896	NA
ENSG00000224040	27.7378	-0.3918	0.4006	0.2992	0.4201
ENSG00000199837	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000176855	1.6625	1.0351	1.1192	0.1157	0.2051
ENSG00000207472	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000135862	27400.6831	-0.9611	0.2677	2e-04	0.0012
ENSG00000224468	34.652	-1.5146	0.4538	3e-04	0.0015
ENSG00000058085	581.1755	-0.2894	0.9707	0.6464	0.743
ENSG00000157064	18.0691	-0.3569	0.5406	0.46	0.579
ENSG00000233562	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000232860	7.5283	0.0129	0.6666	0.9816	0.9872
ENSG00000116698	2836.1199	-0.8656	0.2811	0.0015	0.0059
ENSG00000116701	11.2914	-2.8553	0.8536	0	1e-04
ENSG00000162704	5091.5249	0.6483	0.2769	0.016	0.0425
ENSG00000143344	1270.4938	-1.1084	0.3704	0.0016	0.0062
ENSG00000270994	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000198756	1.8365	-1.2293	1.2062	0.0664	0.1339
ENSG00000198860	685.5864	-0.0752	0.2564	0.7638	0.8339
ENSG00000271387	1.0475	0.9117	1.1856	0.1519	NA
ENSG00000116667	754.3323	-1.0803	0.4552	0.0101	0.0291
ENSG00000230470	1.0403	-0.5424	1.2276	0.3442	NA
ENSG00000232036	0.8604	-0.5412	1.2957	0.309	NA
ENSG00000116406	2105.5927	-1.4339	0.2869	0	0
ENSG00000135842	424.5518	-0.8667	0.7893	0.156	0.2577
ENSG00000121481	794.3017	-0.9459	0.3081	0.0015	0.0058
ENSG00000232792	0.3732	-0.2514	1.3	0.6003	NA
ENSG00000121486	746.7551	-0.6013	0.229	0.0074	0.0225
ENSG00000116668	274.251	-1.1652	0.3657	8e-04	0.0034
ENSG00000231084	16.2674	-0.5248	0.4667	0.222	0.336
ENSG00000213051	8.0059	0.0392	0.5532	0.9364	0.957
ENSG00000233583	1.3655	-0.4323	0.9382	0.4952	0.6107
ENSG00000238061	2.6882	-2.5075	1.3396	0.0016	0.0063
ENSG00000279838	16.8285	-2.136	0.5557	0	1e-04
ENSG00000116679	2802.0413	-0.2986	0.3067	0.3135	0.4348
ENSG00000273004	7.2483	-0.1711	0.6514	0.7558	0.8279
ENSG00000261024	0.9012	-0.5486	1.3001	0.3008	NA
ENSG00000279401	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000228309	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000261729	0.7222	-0.8469	1.1973	0.1759	NA
ENSG00000143341	1469.8383	-3.7515	0.7132	0	0
ENSG00000224691	0.3602	-0.2512	1.3	0.6006	NA
ENSG00000116690	2.646	-1.0221	0.8972	0.1117	0.1996
ENSG00000047410	8163.7336	-1.1137	0.2966	1e-04	6e-04
ENSG00000157181	673.2986	-0.8082	0.2806	0.003	0.0105
ENSG00000262180	18.7005	-1.6505	0.5322	5e-04	0.0023
ENSG00000229739	4.3635	-0.8057	0.7546	0.1779	0.2844
ENSG00000116703	1.6531	-1.0603	1.0809	0.109	0.196
ENSG00000228238	1.8739	-0.9635	0.9782	0.1399	0.2368
ENSG00000233196	0.5289	-0.0635	1.2883	0.8939	NA
ENSG00000073756	527.8241	-1.5462	0.5933	0.0027	0.0095
ENSG00000273129	4.0219	-0.2035	0.7921	0.7379	0.8149
ENSG00000116711	828.7286	-0.1455	0.5236	0.7576	0.8291
ENSG00000225462	2.2834	1.2176	0.9356	0.0632	0.1287
ENSG00000261182	0.2901	-0.1778	1.2961	0.7084	NA
ENSG00000150681	2.9171	-1.9384	1.2555	0.0087	0.0258
ENSG00000226723	22.518	-0.1306	0.441	0.7501	0.8238
ENSG00000236792	2.4467	0.4326	0.8122	0.4817	0.5986
ENSG00000232498	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000236069	0.6386	0.3458	1.227	0.5291	NA
ENSG00000090104	2.8576	-2.1694	1.3943	0.0049	0.0157
ENSG00000127074	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000231767	96.9295	-0.6593	0.4448	0.1101	0.1976
ENSG00000116741	258.3168	-0.3772	0.2864	0.1747	0.2808
ENSG00000234871	0.3885	-0.3443	1.2594	0.5134	NA
ENSG00000234473	1.8385	-0.8312	0.9716	0.199	0.3098
ENSG00000116750	1147.0207	-0.0889	0.2665	0.7321	0.8107
ENSG00000238754	0.5909	-0.0824	1.2835	0.8641	NA
ENSG00000116747	1442.1424	-1.4432	0.2639	0	0
ENSG00000272579	78.8376	0.731	0.4627	0.0865	0.164
ENSG00000023572	198.4422	0.7641	0.3681	0.0289	0.0691
ENSG00000134371	1410.875	-0.9547	0.2429	1e-04	4e-04
ENSG00000221680	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000162630	132.9208	-3.466	2.0764	NA	NA
ENSG00000276735	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000232077	0.5329	-0.3277	1.1768	0.5697	NA
ENSG00000227240	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000233057	72.3878	3.8174	0.9609	0	0
ENSG00000231714	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000162687	22.424	-1.582	0.8446	0.013	0.0358
ENSG00000000971	6048.9494	-2.2045	0.7686	3e-04	0.0015
ENSG00000116785	0.3766	0.2264	1.2558	0.6612	NA
ENSG00000244414	43.2863	-0.209	0.6797	0.7111	0.7951
ENSG00000134389	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000143278	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000066279	2483.6399	0.1741	0.4924	0.6983	0.7849
ENSG00000235748	1.3695	0.046	0.9714	0.9415	0.9606
ENSG00000177888	421.4309	-1.7625	0.427	0	1e-04
ENSG00000237861	1.638	0.7961	1.0638	0.2167	0.3305
ENSG00000134376	0.6392	-0.0291	1.2139	0.9569	NA
ENSG00000221879	0.4946	0.3201	1.2466	0.5482	NA
ENSG00000213047	141.3847	-0.974	0.323	0.0017	0.0065
ENSG00000213046	0.4153	-0.0828	1.2456	0.8725	NA
ENSG00000235582	5.2969	1.704	0.9677	0.0119	0.0332
ENSG00000233040	0.6891	-0.1792	1.0978	0.7663	NA
ENSG00000224901	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000203724	9.9048	2.6386	0.7886	0	2e-04
ENSG00000143355	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000151414	1675.1147	-0.8747	0.4045	0.0214	0.054
ENSG00000232824	0.7484	-0.4955	1.1756	0.4028	NA
ENSG00000151418	3.7022	-1.4025	0.9855	0.0366	0.0834
ENSG00000081237	21.2349	-4.3124	1.1437	0	0
ENSG00000229989	32.1903	-2.5438	0.8933	1e-04	8e-04
ENSG00000207975	0.2591	-0.1642	1.2956	0.7295	NA
ENSG00000207759	0.3732	-0.2514	1.3	0.6003	NA
ENSG00000227747	0.185	0.2248	1.3004	0.6368	NA
ENSG00000225172	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000233410	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000235492	0.2281	-0.16	1.2955	0.736	NA
ENSG00000231718	0.3168	-0.0625	1.2909	0.8949	NA
ENSG00000236468	2.7096	0.573	1.1519	0.3466	0.4684
ENSG00000116833	467.5977	0.0161	0.7819	0.9788	0.9855
ENSG00000252860	0.542	-0.345	1.3037	0.4814	NA
ENSG00000229220	0.2449	0.2498	1.3024	0.6007	NA
ENSG00000233827	0.2449	0.2498	1.3024	0.6007	NA
ENSG00000203721	3.0927	-0.5635	0.9158	0.3749	0.4965
ENSG00000230623	0.6589	-0.2567	1.2873	0.6023	NA
